text,label
ive used before and it smells a bit floral which isnt my cup of tea however it feels lovely on and makes my face feel soft and smooth like its been polished,2
i feel agitated about it,3
i feel groggy and disoriented,0
i feel that one has to be passionate but not tensed,1
i feel like i have been waiting a lifetime to be in this unfolding experience as always excited to share whatever it is that i am learning that is unfolding for all of us to experience with full awareness,1
i feel it is safe to say that i will send my first v and v for the matter before the end of the year,1
i am feeling lousy recently,0
im feeling pleased and glad that other people like thaliad and want to celebrate it,1
i dont know if i should feel dismayed or pleased that he tells me that they have just taken on new staff first time in years,0
i posted on here and i m feeling very neglectful,0
i find consolation in the beauty of small things but sometimes its just not enough and i feel stupid for trying,0
i feel its gonna be months after days ever since you broke up with me,0
i feel like thats not useful or fun at all so i will replace those exotic icons with a destroyer,1
i feel naughty just being this girls friend,2
i feel so honored to have this wonderful man as my husband,1
i feel my strengths are that i m very determined motivated in the workout room,1
i fully enjoy music when i feel afraid using headphones,4
i try to come up with ideas that i feel are clever to keep the my pieces fun to make and interesting to look at,1
i feel pretty confident giving endless opinons about,1
